,CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHAELAB,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
1837,F31253,      3855,E,2.0,2020-02-24 14:01:31,2020-02-24,2020-02-17 00:00:00,2020-02-24,,626.6,0.0,0
1838,F31254,      2262,E,2.0,2020-02-24 15:45:26,2020-02-24,2020-02-24 00:00:00,2020-03-25,,13855.0,0.0,0
1839,F31255,      3437,E,2.0,2020-02-24 16:10:17,2020-02-24,2020-02-24 00:00:00,2020-02-24,,450.0,0.0,0
1840,F31256,      7049,E,2.0,2020-02-24 17:58:06,2020-02-24,2020-02-12 00:00:00,2020-02-24,,2771.48,0.0,0
1841,F31257,      4695,E,1.0,2020-02-25 08:26:22,2020-02-25,2020-02-28 00:00:00,2020-04-25,,4963.5,0.0,0
1842,F31258,        43,E,1.0,2020-02-25 09:40:30,2020-02-25,2020-02-25 00:00:00,2020-03-26,,1255.0,0.0,0
1843,F31259,        49,E,3.0,2020-02-25 09:51:35,2020-02-25,2020-02-21 00:00:00,2020-03-11,,2100.0,0.0,0
1844,F31260,      3032,E,2.0,2020-02-25 10:11:42,2020-02-25,2020-02-25 00:00:00,2020-02-25,,1023.5346000000001,0.0,0
1845,F31261,      4029,E,2.0,2020-02-25 10:14:07,2020-02-25,2019-11-28 00:00:00,2020-02-25,,3892.2400000000002,0.0,0
1846,F31262,      6724,E,2.0,2020-02-25 10:42:06,2020-02-25,2020-02-25 00:00:00,2020-02-25,,107.10000000000001,0.0,0
1847,F31263,      1130,E,2.0,2020-02-25 11:09:40,2020-02-25,2020-02-25 00:00:00,2020-03-04,,112.1,0.0,0
1848,F31264,      6388,E,1.0,2020-02-25 11:31:00,2020-02-25,2020-02-20 00:00:00,2020-02-25,,4140.000000000001,0.0,0
1849,F31265,      7062,E,2.0,2020-02-25 11:42:21,2020-02-25,2020-02-25 00:00:00,2020-02-25,,799.58,0.0,0
1850,F31266,      7073,E,2.0,2020-02-25 11:45:54,2020-02-25,2020-02-25 00:00:00,2020-02-25,,1470.0000000000002,0.0,0
1851,F31267,      5926,E,2.0,2020-02-25 12:12:41,2020-02-25,2020-02-14 00:00:00,2020-02-25,,316.32000000000005,0.0,0
1852,F31268,      4456,E,2.0,2020-02-25 12:43:04,2020-02-25,2020-02-25 00:00:00,2020-02-25,,386.1,0.0,0
1853,F31269,      7074,E,2.0,2020-02-25 13:28:57,2020-02-25,2020-02-25 00:00:00,2020-02-25,,851.7400000000001,0.0,0
1854,F31270,      6572,E,3.0,2020-02-25 14:31:07,2020-02-25,2020-02-25 00:00:00,2020-02-25,,4725.0,0.0,0
1855,F31271,      7041,E,2.0,2020-02-25 14:50:31,2020-02-25,2020-02-25 00:00:00,2020-02-25,,91.63640000000001,0.0,0
1856,F31272,      5926,E,2.0,2020-02-25 15:04:48,2020-02-25,2020-02-25 00:00:00,2020-02-25,,250.00000000000003,0.0,0
1857,F31273,      5728,E,1.0,2020-02-26 09:19:25,2020-02-26,2020-02-20 00:00:00,2020-03-05,,4380.0,0.0,0
1858,F31274,       466,E,1.0,2020-02-26 09:41:40,2020-02-26,2020-02-26 00:00:00,2020-04-26,,1050.0,0.0,0
1859,F31275,      7076,E,5.0,2020-02-26 10:41:51,2020-02-26,2020-02-26 00:00:00,2020-02-26,,999.9068000000001,0.0,0
1860,F31276,      7064,E,2.0,2020-02-26 10:50:35,2020-02-26,2020-02-21 00:00:00,2020-02-26,,2067.2000000000003,0.0,0
1861,F31277,       357,E,2.0,2020-02-26 10:54:01,2020-02-26,2020-02-18 00:00:00,2020-03-12,,6570.64,0.0,0
1862,F31278,      6547,E,2.0,2020-02-26 11:06:12,2020-02-26,2020-02-20 00:00:00,2020-02-26,,978.7500000000001,0.0,0
1863,F31279,      4581,E,1.0,2020-02-26 11:18:19,2020-02-26,2020-02-25 00:00:00,2020-02-26,,2558.4200000000005,0.0,0
1864,F31280,      2262,E,2.0,2020-02-26 11:25:44,2020-02-26,2020-02-26 00:00:00,2020-03-27,,171.81840000000003,0.0,0
1865,F31281,      3455,E,2.0,2020-02-26 11:48:07,2020-02-26,2020-02-26 00:00:00,2020-02-26,,1192.6200000000001,0.0,0
1866,F31282,      7077,E,2.0,2020-02-26 13:02:22,2020-02-26,2020-02-26 00:00:00,2020-02-26,,798.2800000000001,0.0,0
1867,F31283,      6808,E,2.0,2020-02-26 13:06:49,2020-02-26,2020-02-24 00:00:00,2020-02-26,,14800.000000000002,0.0,0
1868,F31284,      2778,E,2.0,2020-02-26 13:23:02,2020-02-26,2020-02-24 00:00:00,2020-02-26,,2078.9999000000003,0.0,0
1869,F31285,      6582,E,2.0,2020-02-26 13:31:22,2020-02-26,2020-02-26 00:00:00,2020-02-26,,331.94000000000005,0.0,0
1870,F31286,      6412,E,2.0,2020-02-26 13:46:50,2020-02-26,2020-02-19 00:00:00,2020-02-26,,782.36,0.0,0
1871,F31287,      5855,E,1.0,2020-02-26 16:47:48,2020-02-26,2020-02-24 00:00:00,2020-02-26,,10917.2,545.8600000000001,0
1872,F31288,      5855,E,2.0,2020-02-26 17:00:19,2020-02-26,2020-02-26 00:00:00,2020-02-26,,4649.857,0.0,0
1873,F31289,      6198,E,4.0,2020-02-26 17:41:41,2020-02-26,2020-02-19 00:00:00,2020-02-26,,26700.000000000004,0.0,0
1874,F31290,      5746,E,2.0,2020-02-26 17:57:57,2020-02-26,2020-02-26 00:00:00,2020-02-26,,290.33000000000004,0.0,0
1875,F31291,      7078,E,2.0,2020-02-26 18:01:48,2020-02-26,2020-02-26 00:00:00,2020-02-26,,468.98,0.0,0
1876,F31292,      5691,E,2.0,2020-02-27 09:35:06,2020-02-27,2020-02-27 00:00:00,2020-02-27,,1383.66,0.0,0
1877,F31293,      3931,E,2.0,2020-02-27 10:24:09,2020-02-27,2020-02-27 00:00:00,2020-02-27,,975.8100000000001,0.0,0
1878,F31294,      1583,E,2.0,2020-02-27 10:45:01,2020-02-27,2020-02-21 00:00:00,2020-03-13,,1717.2,0.0,0
1879,F31295,      7079,C,2.0,2020-02-27 10:57:05,2020-02-27,2020-02-27 00:00:00,2020-02-27,2020-02-28,301.73,0.0,0
1880,F31296,      6724,E,2.0,2020-02-27 11:04:56,2020-02-27,2020-02-27 00:00:00,2020-02-27,,58.418200000000006,0.0,0
1881,F31297,      5861,E,2.0,2020-02-27 11:07:01,2020-02-27,2020-02-27 00:00:00,2020-02-27,,270.90000000000003,0.0,0
1882,F31298,      1130,E,2.0,2020-02-27 11:13:22,2020-02-27,2020-02-18 00:00:00,2020-03-06,,944.6,0.0,0
1883,F31299,      1130,E,2.0,2020-02-27 11:25:57,2020-02-27,2020-02-27 00:00:00,2020-03-06,,224.20000000000002,0.0,0
1884,F31300,      4612,E,2.0,2020-02-27 12:12:17,2020-02-27,2020-02-27 00:00:00,2020-02-27,,750.0000000000001,0.0,0
1885,F31301,      6198,E,4.0,2020-02-27 12:30:09,2020-02-27,2020-02-27 00:00:00,2020-02-27,,8000.000000000001,0.0,0
1886,F31302,      7078,E,2.0,2020-02-27 12:37:28,2020-02-27,2020-02-27 00:00:00,2020-02-27,,371.60450000000003,0.0,0
1887,F31303,       607,E,2.0,2020-02-27 12:44:02,2020-02-27,2020-02-07 00:00:00,2020-02-27,,930.8000000000001,0.0,0
1888,F31304,      4598,E,1.0,2020-02-27 12:59:54,2020-02-27,2020-02-24 00:00:00,2020-03-28,,14753.000000000002,0.0,0
1889,F31305,        42,E,2.0,2020-02-27 14:34:28,2020-02-27,2020-02-27 00:00:00,2020-03-28,,3150.0,0.0,0
1890,F31306,      7080,E,1.0,2020-02-27 16:41:35,2020-02-27,2020-02-27 00:00:00,2020-02-27,,2840.0,0.0,0
1891,F31307,      3808,E,2.0,2020-02-27 16:55:07,2020-02-27,2020-02-27 00:00:00,2020-02-27,,5702.59,0.0,0
1892,F31308,      7063,E,2.0,2020-02-27 17:10:54,2020-02-27,2020-02-27 00:00:00,2020-02-27,,508.5,0.0,0
1893,F31309,      5926,E,2.0,2020-02-27 17:25:38,2020-02-27,2020-02-27 00:00:00,2020-02-27,,3034.75,0.0,0
1894,F31310,      7081,E,2.0,2020-02-28 10:16:14,2020-02-28,2020-02-28 00:00:00,2020-02-28,,1903.4724,0.0,0
1895,F31311,      1784,E,2.0,2020-02-28 10:18:35,2020-02-28,2020-02-20 00:00:00,2020-03-14,,728.5000000000001,0.0,0
1896,F31312,      4598,E,1.0,2020-02-28 10:46:39,2020-02-28,2020-03-03 00:00:00,2020-03-29,,12213.000000000002,0.0,0
1897,F31313,      6032,E,2.0,2020-02-28 11:37:41,2020-02-28,2020-02-12 00:00:00,2020-02-28,,1907.3,0.0,0
1898,F31314,      5149,E,2.0,2020-02-28 12:04:26,2020-02-28,2020-02-28 00:00:00,2020-02-28,,1363.2600000000002,0.0,0
1899,F31315,      5149,E,2.0,2020-02-28 12:06:13,2020-02-28,2020-02-28 00:00:00,2020-02-28,,1363.2600000000002,0.0,0
1900,F31316,       989,E,2.0,2020-02-28 12:10:59,2020-02-28,2020-02-11 00:00:00,2020-03-14,,2766.0,0.0,0
1901,F31317,      3222,E,2.0,2020-02-28 12:12:28,2020-02-28,2020-02-28 00:00:00,2020-02-28,,2766.0,0.0,0
1902,F31318,      5149,E,2.0,2020-02-28 12:13:48,2020-02-28,2020-02-28 00:00:00,2020-02-28,,2766.0,0.0,0
1903,F31319,      5926,E,2.0,2020-02-28 12:32:20,2020-02-28,2020-02-28 00:00:00,2020-02-28,,450.99,0.0,0
1904,F31320,      7067,E,5.0,2020-02-28 12:47:38,2020-02-28,2020-02-28 00:00:00,2020-02-28,,27753.000000000004,0.0,0
1905,F31321,      6963,E,2.0,2020-02-28 12:50:58,2020-02-28,2020-02-28 00:00:00,2020-02-28,,262.5,0.0,0
1906,F31322,      7079,E,2.0,2020-02-28 13:01:51,2020-02-28,2020-02-28 00:00:00,2020-02-28,,1034.4827,0.0,0
1907,F31323,      6879,E,2.0,2020-02-28 13:05:49,2020-02-28,2020-02-27 00:00:00,2020-02-28,,371.60450000000003,0.0,0
1908,F31324,      6397,E,2.0,2020-02-28 13:25:46,2020-02-28,2020-02-28 00:00:00,2020-02-28,,252.16000000000003,0.0,0
1909,F31325,      5926,E,2.0,2020-02-28 13:57:39,2020-02-28,2020-02-28 00:00:00,2020-02-28,,244.50000000000003,0.0,0
1910,F31326,      7082,E,2.0,2020-02-28 14:17:48,2020-02-28,2020-02-28 00:00:00,2020-02-28,,1464.862,0.0,0
1911,F31327,      6536,E,2.0,2020-02-28 14:22:08,2020-02-28,2020-02-28 00:00:00,2020-02-28,,796.8189000000001,0.0,0
1912,F31328,      5915,E,2.0,2020-02-28 14:24:34,2020-02-28,2020-02-28 00:00:00,2020-03-14,,4438.5172,0.0,0
1913,F31329,      6054,E,2.0,2020-02-28 14:28:28,2020-02-28,2020-02-28 00:00:00,2020-02-28,,2586.2068000000004,0.0,0
1914,F31330,      5088,E,2.0,2020-02-28 14:43:36,2020-02-28,2020-02-28 00:00:00,2020-02-28,,775.8620000000001,0.0,0
1915,F31331,      5416,E,2.0,2020-02-28 16:40:51,2020-02-28,2020-02-28 00:00:00,2020-02-28,,560.7418,0.0,0
1916,F31332,      6039,E,2.0,2020-02-28 16:54:46,2020-02-28,2020-02-28 00:00:00,2020-02-28,,3987.2727000000004,0.0,0
1917,F31333,      7083,E,2.0,2020-02-28 17:22:54,2020-02-28,2020-02-28 00:00:00,2020-02-28,,912.0,0.0,0
1918,F31334,      2610,E,5.0,2020-02-28 17:25:40,2020-02-28,2020-02-24 00:00:00,2020-02-28,,6935.400000000001,0.0,0
1919,F31335,      5106,E,2.0,2020-02-28 17:31:57,2020-02-28,2020-02-06 00:00:00,2020-02-28,,1778.0000000000002,0.0,0
1920,F31336,      3634,E,3.0,2020-02-28 17:36:48,2020-02-28,2020-02-25 00:00:00,2020-02-28,,5067.8,0.0,0
1921,F31337,      6573,E,2.0,2020-02-28 17:40:58,2020-02-28,2020-02-28 00:00:00,2020-02-28,,300.0,0.0,0
1922,F31338,      7074,E,2.0,2020-02-28 17:54:13,2020-02-28,2020-02-25 00:00:00,2020-02-28,,851.7400000000001,0.0,0
1923,F31339,       644,E,1.0,2020-02-28 18:09:47,2020-02-28,2020-02-27 00:00:00,2020-04-28,,71346.0,0.0,0
1924,F31340,       871,E,1.0,2020-02-28 18:54:23,2020-02-28,2020-03-03 00:00:00,2020-03-14,,6576.0,0.0,0
1925,F31341,      5926,E,2.0,2020-02-28 18:56:12,2020-02-28,2020-02-28 00:00:00,2020-02-28,,530.1724,0.0,0
1926,F31342,      5926,E,2.0,2020-02-28 18:58:31,2020-02-28,2020-02-28 00:00:00,2020-02-28,,2155.1724,0.0,0
1927,F31343,      5926,E,2.0,2020-02-28 19:00:29,2020-02-28,2020-02-28 00:00:00,2020-02-28,,1724.1379,0.0,0
1928,F31344,      5926,E,2.0,2020-02-28 19:02:06,2020-02-28,2020-02-28 00:00:00,2020-02-28,,1033.5775,0.0,0
1929,F31345,      6478,E,2.0,2020-02-28 19:03:42,2020-02-28,2020-02-28 00:00:00,2020-02-28,,1201.0775,0.0,0
1930,F31346,      3686,E,2.0,2020-02-28 19:05:31,2020-02-28,2020-02-28 00:00:00,2020-03-14,,4310.3448,0.0,0
1931,F31347,      5598,E,2.0,2020-02-28 19:10:38,2020-02-28,2020-02-28 00:00:00,2020-02-28,,1724.1379,0.0,0
1932,F31348,      5926,E,2.0,2020-02-28 19:13:35,2020-02-28,2020-02-28 00:00:00,2020-02-28,,724.1379,0.0,0
1933,F31349,      5926,E,2.0,2020-02-28 19:15:25,2020-02-28,2020-02-28 00:00:00,2020-02-28,,20250.0,0.0,0
1934,F31350,       871,E,1.0,2020-02-28 19:17:01,2020-02-28,2020-02-28 00:00:00,2020-03-14,,2704.0,0.0,0
1935,F31351,      7031,E,3.0,2020-02-28 19:18:24,2020-02-28,2020-02-28 00:00:00,2020-02-28,,643.0,0.0,0
1936,F31352,      7075,E,5.0,2020-02-28 19:19:49,2020-02-28,2020-02-28 00:00:00,2020-02-28,,4100.0,0.0,0
1937,F31353,      6744,E,3.0,2020-02-28 19:21:20,2020-02-28,2020-02-28 00:00:00,2020-02-28,,631.0,0.0,0
1938,F31354,      5926,E,2.0,2020-02-28 19:22:42,2020-02-28,2020-02-28 00:00:00,2020-02-28,,301.8103,0.0,0
1939,F31355,      3806,E,2.0,2020-02-28 19:24:00,2020-02-28,2020-02-28 00:00:00,2020-02-28,,4242.4137,0.0,0
1940,F31356,      5926,E,2.0,2020-02-28 19:26:02,2020-02-28,2020-02-28 00:00:00,2020-02-28,,3300.0,0.0,0
1941,F31357,      5926,C,2.0,2020-02-28 19:27:20,2020-02-28,2020-02-28 00:00:00,2020-02-28,2020-03-02,2840.0,0.0,0
1942,F31358,      5926,E,2.0,2020-02-28 19:28:41,2020-02-28,2020-02-28 00:00:00,2020-02-28,,1312.5,0.0,0
1943,F31359,       993,E,2.0,2020-02-28 19:30:29,2020-02-28,2020-02-28 00:00:00,2020-03-14,,2842.0,0.0,0
1944,F31360,      5926,E,2.0,2020-02-28 19:37:16,2020-02-28,2020-02-28 00:00:00,2020-02-28,,1677.75,0.0,0
1945,F31361,      5926,C,2.0,2020-02-28 19:39:58,2020-02-28,2020-02-28 00:00:00,2020-02-28,2020-03-02,442.1724,0.0,0
1946,F31362,      5926,E,2.0,2020-02-28 19:41:24,2020-02-28,2020-02-28 00:00:00,2020-02-28,,27.4396,0.0,0
1947,F31363,      5926,E,2.0,2020-02-28 19:42:36,2020-02-28,2020-02-28 00:00:00,2020-02-28,,209.3103,0.0,0
1948,F31364,      5926,E,2.0,2020-02-28 19:43:45,2020-02-28,2020-02-28 00:00:00,2020-02-28,,1337.5603,0.0,0
1949,F31365,      7060,E,5.0,2020-03-03 09:28:49,2020-03-03,2020-03-02 00:00:00,2020-03-03,,2398.0,0.0,0
1950,F31366,       357,E,2.0,2020-03-03 09:37:42,2020-03-03,2020-03-03 00:00:00,2020-03-18,,624.0600000000001,0.0,0
1951,F31367,      5930,E,4.0,2020-03-03 09:46:41,2020-03-03,2020-02-21 00:00:00,2020-05-07,,20700.0,0.0,0
1952,F31368,      3521,E,2.0,2020-03-03 10:22:18,2020-03-03,2020-03-02 00:00:00,2020-03-03,,2981.8180000000007,0.0,0
1953,F31369,      6754,E,2.0,2020-03-03 10:29:30,2020-03-03,2020-02-19 00:00:00,2020-03-03,,1126.68,0.0,0
1954,F31370,      5861,E,2.0,2020-03-03 10:33:39,2020-03-03,2020-03-02 00:00:00,2020-03-03,,286.36350000000004,0.0,0
1955,F31371,      6869,E,2.0,2020-03-03 10:43:04,2020-03-03,2020-03-03 00:00:00,2020-03-03,,876.9000000000001,0.0,0
1956,F31372,      2901,E,2.0,2020-03-03 11:06:40,2020-03-03,2020-02-21 00:00:00,2020-04-02,,6213.400000000001,0.0,0
1957,F31373,      1965,E,2.0,2020-03-03 11:17:19,2020-03-03,2020-03-03 00:00:00,2020-03-18,,1480.0000000000002,222.00000000000003,0
1958,F31374,      5926,E,2.0,2020-03-03 11:54:55,2020-03-03,2020-03-03 00:00:00,2020-03-03,,215.52,0.0,0
1959,F31375,      5926,E,2.0,2020-03-03 12:09:01,2020-03-03,2020-02-28 00:00:00,2020-03-03,,3244.3137000000006,0.0,0
1960,F31376,      5114,E,2.0,2020-03-03 12:12:36,2020-03-03,2020-02-17 00:00:00,2020-03-03,,495.00000000000006,0.0,0
1961,F31377,      7084,E,2.0,2020-03-03 12:17:16,2020-03-03,2020-03-02 00:00:00,2020-03-03,,1660.91,0.0,0
1962,F31378,      6381,E,2.0,2020-03-03 12:22:26,2020-03-03,2020-03-02 00:00:00,2020-03-03,,375.00000000000006,0.0,0
1963,F31379,      7085,C,2.0,2020-03-03 12:28:29,2020-03-03,2020-03-02 00:00:00,2020-03-03,2020-03-03,637.0,0.0,0
1964,F31380,      4535,E,3.0,2020-03-03 12:45:34,2020-03-03,2020-02-25 00:00:00,2020-03-03,,786.9000000000001,0.0,0
1965,F31381,      6478,E,2.0,2020-03-03 13:03:46,2020-03-03,2020-02-25 00:00:00,2020-03-03,,2402.1600000000003,0.0,0
1966,F31382,      5049,E,2.0,2020-03-03 13:08:25,2020-03-03,2020-02-17 00:00:00,2020-03-03,,740.7,0.0,0
1967,F31383,      5633,E,2.0,2020-03-03 13:12:09,2020-03-03,2020-03-02 00:00:00,2020-03-03,,739.2600000000001,0.0,0
1968,F31384,      7085,E,2.0,2020-03-03 13:26:50,2020-03-03,2020-03-02 00:00:00,2020-03-03,,637.0,0.0,0
1969,F31385,       417,E,2.0,2020-03-03 13:31:11,2020-03-03,2020-03-03 00:00:00,2020-03-18,,4200.0,0.0,0
1970,F31386,      6854,E,2.0,2020-03-03 13:34:27,2020-03-03,2020-03-02 00:00:00,2020-03-03,,146.6,0.0,0
1971,F31387,      5926,E,2.0,2020-03-03 14:35:01,2020-03-03,2020-03-03 00:00:00,2020-03-03,,2067.18,0.0,0
1972,F31388,      7055,E,5.0,2020-03-03 16:52:54,2020-03-03,2020-03-03 00:00:00,2020-03-03,,1443.5,0.0,0
1973,F31389,      7086,E,2.0,2020-03-03 17:04:27,2020-03-03,2020-03-03 00:00:00,2020-03-03,,838.35,0.0,0
1974,F31390,      7086,E,2.0,2020-03-03 17:05:27,2020-03-03,2020-03-02 00:00:00,2020-03-03,,305.455,0.0,0
1975,F31391,      1198,E,2.0,2020-03-03 17:22:15,2020-03-03,2020-02-18 00:00:00,2020-03-18,,507.5,0.0,0
1976,F31392,      1339,E,1.0,2020-03-04 09:59:19,2020-03-04,2020-03-04 00:00:00,2020-03-04,,1520.0000000000002,0.0,0
1977,F31393,      7031,E,3.0,2020-03-04 10:05:00,2020-03-04,2020-02-19 00:00:00,2020-03-04,,1286.0,0.0,0
1978,F31394,      6760,E,2.0,2020-03-04 10:15:15,2020-03-04,2020-03-03 00:00:00,2020-03-04,,2385.2400000000002,0.0,0
1979,F31395,       993,E,2.0,2020-03-04 10:38:01,2020-03-04,2020-03-04 00:00:00,2020-03-19,,2842.0000000000005,0.0,0
1980,F31396,       941,E,4.0,2020-03-04 10:46:05,2020-03-04,2020-03-04 00:00:00,2020-04-03,,2376.05,0.0,0
1981,F31397,      2768,E,3.0,2020-03-04 10:54:10,2020-03-04,2020-03-04 00:00:00,2020-04-03,,4770.4800000000005,0.0,0
1982,F31398,      6426,E,2.0,2020-03-04 11:31:11,2020-03-04,2020-03-04 00:00:00,2020-03-04,,2988.6675,0.0,0
1983,F31399,      5926,E,2.0,2020-03-04 12:00:36,2020-03-04,2020-03-03 00:00:00,2020-03-04,,82.41560000000001,0.0,0
1984,F31400,      7088,E,2.0,2020-03-04 12:06:18,2020-03-04,2020-03-03 00:00:00,2020-03-04,,3763.6544000000004,0.0,0
1985,F31401,      7050,E,2.0,2020-03-04 12:12:01,2020-03-04,2020-03-04 00:00:00,2020-03-04,,350.00000000000006,0.0,0
1986,F31402,      1913,E,2.0,2020-03-04 12:17:10,2020-03-04,2020-03-04 00:00:00,2020-04-03,,1114.8135000000002,0.0,0
1987,F31403,      5426,E,2.0,2020-03-04 13:55:11,2020-03-04,2020-03-04 00:00:00,2020-03-04,,467.7273,0.0,0
1988,F31404,      3919,E,2.0,2020-03-04 14:23:04,2020-03-04,2020-03-04 00:00:00,2020-03-04,,413.92,0.0,0
1989,F31405,       480,E,2.0,2020-03-04 14:33:24,2020-03-04,2020-03-04 00:00:00,2020-04-03,,168.0,25.2,0
1990,F31406,      4480,E,2.0,2020-03-04 16:41:00,2020-03-04,2020-03-04 00:00:00,2020-03-19,,2260.0,0.0,0
1991,F31407,      7089,E,2.0,2020-03-04 17:29:44,2020-03-04,2020-03-04 00:00:00,2020-03-04,,1768.5,0.0,0
1992,F31408,      5926,E,2.0,2020-03-04 17:32:19,2020-03-04,2020-03-04 00:00:00,2020-03-04,,1063.1100000000001,0.0,0
1993,F31409,      5728,E,1.0,2020-03-04 17:39:52,2020-03-04,2020-03-04 00:00:00,2020-03-12,,5525.0,0.0,0
1994,F31410,      6553,E,3.0,2020-03-04 18:01:26,2020-03-04,2020-02-07 00:00:00,2020-03-04,,4362.2545,0.0,0
1995,F31411,      6426,E,2.0,2020-03-04 18:08:32,2020-03-04,2020-03-04 00:00:00,2020-03-04,,1800.0000000000002,0.0,0
1996,F31412,      7090,E,5.0,2020-03-05 08:15:05,2020-03-05,2020-03-05 00:00:00,2020-03-05,,360.0,0.0,0
1997,F31413,      3806,E,2.0,2020-03-05 09:20:03,2020-03-05,2020-02-25 00:00:00,2020-03-05,,4242.450000000001,0.0,0
1998,F31414,      3806,E,2.0,2020-03-05 09:21:27,2020-03-05,2020-03-05 00:00:00,2020-03-05,,1675.2408,0.0,0
1999,F31415,      3806,E,2.0,2020-03-05 09:22:06,2020-03-05,2020-03-05 00:00:00,2020-03-05,,704.182,0.0,0
